Artist,Album,Listed,Spotify URL,Spotify Streamable,Rdio URL,Rdio Streamable
Beach House,Teen Dream,27,spotify:album:5P01cB5npMO6iMAZ66UraO,False,http://rdio.com/artist/Beach_House/album/Teen_Dream/,True
Arcade Fire,The Suburbs,25,spotify:album:7fhy8EF51PpdmXfW03ZC6h,False,http://rdio.com/artist/Arcade_Fire/album/The_Suburbs/,True
The National,High Violet,25,spotify:album:59gXPxZ8CwFaeknPxtxXHZ,True,http://rdio.com/artist/The_National/album/High_Violet/,True
Flying Lotus,Cosmogramma,24,spotify:album:5c7XChrHxYaqykCZLaGM5f,True,http://rdio.com/artist/Flying_Lotus/album/Cosmogramma/,True
Caribou,Swim,22,spotify:album:7K87ZhCZUlHREhQLq8Bmyr,True,http://rdio.com/artist/Caribou/album/Swim/,True
Vampire Weekend,Contra,21,spotify:album:23dMwCv6redn6pcyliSlGk,True,http://rdio.com/artist/Vampire_Weekend/album/Contra/,True
LCD Soundsystem,This Is Happening,21,spotify:album:2cmf2niWqoRqmFkGoKhACK,True,http://rdio.com/artist/LCD_Soundsystem/album/This_Is_Happening/,True
Kanye West,My Beautiful Dark Twisted Fantasy,20,spotify:album:6klUp8sQyRXGuJhqZu4PG3,True,http://rdio.com/artist/Kanye_West/album/My_Beautiful_Dark_Twisted_Fantasy_1/,True
Deerhunter,Halcyon Digest,20,spotify:album:1HUMjB15ARg96KIypcGzYY,True,http://rdio.com/artist/Deerhunter/album/Halcyon_Digest/,True
Oneohtrix Point Never,Returnal,19,spotify:album:1wAGOTsOpHWmVRsJHle93N,True,,False
Sleigh Bells,Treats,19,spotify:album:0mOqNvTz8ls00W4ipgx3Sy,True,http://rdio.com/artist/Sleigh_Bells/album/Treats/,True
Radiohead,In Rainbows,18,,False,http://rdio.com/artist/Radiohead/album/In_Rainbows/,True
Dirty Projectors,Bitte Orca,18,spotify:album:5370y6sLDhvjsg5eaQpIB4,False,http://rdio.com/artist/Dirty_Projectors/album/Bitte_Orca/,True
Yeasayer,Odd Blood,18,spotify:album:6glDm0Lo7eD5VzP5K1KAnF,True,http://rdio.com/artist/Yeasayer/album/Odd_Blood/,True
These New Puritans,Hidden,17,spotify:album:2dJj81hOwaCCqAa1yPPGzR,True,http://rdio.com/artist/These_New_Puritans/album/Hidden/,True
Grinderman,Grinderman 2,17,spotify:album:22wks1T9IJHH7GijyZOjHr,True,http://rdio.com/artist/Grinderman/album/Grinderman_2_1/,True
Grizzly Bear,Veckatimest,17,spotify:album:6FIFqclBriPCb0SjWDaHIk,True,http://rdio.com/artist/Grizzly_Bear/album/Veckatimest/,True
Battles,Mirrored,16,spotify:album:0X8vBD8h1Ga9eLT8jx9VCC,True,http://rdio.com/artist/Battles/album/Mirrored/,True
Gorillaz,Plastic Beach,16,spotify:album:2dIGnmEIy1WZIcZCFSj6i8,True,http://rdio.com/artist/Gorillaz/album/Plastic_Beach_1/,True
Titus Andronicus,The Monitor,16,spotify:album:5U09FQWagzAU5HPmufUAlU,True,http://rdio.com/artist/Titus_Andronicus/album/The_Monitor_1/,True
Fuck Buttons,Tarot Sport,15,,False,http://rdio.com/artist/Fuck_Buttons/album/Tarot_Sport/,True
The Walkmen,Lisbon,15,spotify:album:2bix5QSLEDS1HHJ1ka0FCb,True,http://rdio.com/artist/The_Walkmen/album/Lisbon/,True
Wild Beasts,Two Dancers,15,spotify:album:0yKsmEGhnbjt26CMPBwMQB,True,http://rdio.com/artist/Wild_Beasts/album/Two_Dancers_1/,True
The Black Keys,Brothers,15,spotify:album:7qE6RXYyz5kj5Tll7mJU0v,True,http://rdio.com/artist/The_Black_Keys/album/Brothers/,True
M.I.A.,Kala,15,spotify:album:5c4JW9TBpawiv9pI2vrNsE,True,http://rdio.com/artist/M.I.A./album/Kala_1/,True
Crystal Castles,Crystal Castles,15,spotify:album:1ac7y6WkPPRAY55ltw1w8e,True,http://rdio.com/artist/Crystal_Castles/album/Crystal_Castles_1/,True
Animal Collective,Merriweather Post Pavilion,15,spotify:album:02vTLsOXcSItxqbLMCsaRo,True,http://rdio.com/artist/Animal_Collective/album/Merriweather_Post_Pavilion/,True
Arcade Fire,Neon Bible,14,spotify:album:6VAaqblQv4EEI6BQzAhBj9,False,http://rdio.com/artist/Arcade_Fire/album/Neon_Bible/,True
MGMT,Congratulations,14,spotify:album:6WwUrcprP7x5lVeJZeHCkd,True,http://rdio.com/artist/MGMT/album/Congratulations/,True
Fever Ray,Fever Ray,13,spotify:album:65x1INgl50664t7JP49Rho,True,http://rdio.com/artist/Fever_Ray/album/Fever_Ray/,True
The Horrors,Primary Colours,13,spotify:album:2py8SDBSpqHHlFPlExqDKp,True,http://rdio.com/artist/The_Horrors_1/album/Primary_Colours/,True
Panda Bear,Person Pitch,13,spotify:album:5xvUpk2fTmj5j5TybamuOY,True,http://rdio.com/artist/Panda_Bear/album/Person_Pitch_1/,True
Joanna Newsom,Have One On Me,13,,False,,False
Surfer Blood,Astro Coast,13,spotify:album:0w0fov1zEa5TxbcegyZk03,True,http://rdio.com/artist/Surfer_Blood/album/Astro_Coast/,True
Glasser,Ring,13,spotify:album:4yIc2xhi7JEBdMcvybuhbw,False,http://rdio.com/artist/Glasser/album/Ring/,True
Grinderman,Grinderman,13,spotify:album:1cG3ONYOE6aCzeo7IT6WJb,False,http://rdio.com/artist/Grinderman/album/Grinderman/,True
Warpaint,The Fool,13,spotify:album:1gXKtAtrUSnwExgSN76QiK,True,http://rdio.com/artist/Warpaint/album/The_Fool/,True
The Gaslight Anthem,American Slang,12,spotify:album:3VGDZOBeKVzFxgmIbcVsds,False,http://rdio.com/artist/The_Gaslight_Anthem/album/American_Slang/,True
LCD Soundsystem,Sound of Silver,12,,False,,False
Phoenix,Wolfgang Amadeus Phoenix,12,spotify:album:6YXmQrXOjJoMheJ2IA5NqK,True,http://rdio.com/artist/Phoenix/album/Wolfgang_Amadeus_Phoenix/,True
Yeah Yeah Yeahs,It's Blitz!,12,spotify:album:4dBMwYZJ84lj8HRTdL8Toj,True,http://rdio.com/artist/Yeah_Yeah_Yeahs/album/It%27s_Blitz!_1/,True
PJ Harvey,White Chalk,12,spotify:album:4IeJySFMS6reB6BeYzMp5j,True,http://rdio.com/artist/PJ_Harvey/album/White_Chalk/,True
Portishead,Third,12,spotify:album:4BnNSzOWadogStvyYshJIo,True,http://rdio.com/artist/Portishead/album/Third/,True
Best Coast,Crazy For You,12,spotify:album:2W6tYdMbeOiqPi1dYwpexW,True,http://rdio.com/artist/Best_Coast/album/Crazy_For_You/,True
Foals,Total Life Forever,12,spotify:album:45FG4qFonJavdxkO8Br3yA,True,http://rdio.com/artist/Foals/album/Total_Life_Forever_2/,True
Mos Def,The Ecstatic,12,spotify:album:37qGR8VdXH0Gol5Ud4UabK,True,http://rdio.com/artist/Mos_Def/album/The_Ecstatic/,True
Twin Shadow,Forget,12,spotify:album:74fmoh0ZhWbwhW4GZRW4D8,True,http://rdio.com/artist/Twin_Shadow/album/Forget_1/,True
Four Tet,There Is Love In You,12,spotify:album:5uZOwEkTsMXiobquzoEXF8,True,http://rdio.com/artist/Four_Tet/album/There_Is_Love_In_You/,True
Mount Kimbie,Crooks & Lovers,11,spotify:album:5BakLl0s7GdGjmvYLXOmiJ,True,,False
Arctic Monkeys,Favourite Worst Nightmare,11,spotify:album:6rsQnwaoJHxXJRCDBPkBRw,True,http://rdio.com/artist/Arctic_Monkeys/album/Favourite_Worst_Nightmare/,True
Passion Pit,Manners,11,spotify:album:4iaO0b0rnbBmE4QHM0EYbH,True,http://rdio.com/artist/Passion_Pit/album/Manners_1/,True
Perfume Genius,Learning,11,spotify:album:1b8PuvvNxi884DjXnxIFt4,True,http://rdio.com/artist/Perfume_Genius/album/Learning/,False
Atlas Sound,Logos,11,spotify:album:6hQrWdihAPfww18lmdCKFl,True,http://rdio.com/artist/Atlas_Sound/album/Logos/,True
The National,Boxer,11,spotify:album:2pG7mDkQhia2OyGE6fbkmJ,True,http://rdio.com/artist/The_National/album/Boxer/,True
Gold Panda,Lucky Shiner,11,spotify:album:3yd1Qh9Pel0UHhEutWGT2N,True,http://rdio.com/artist/Gold_Panda/album/Lucky_Shiner/,True
Laura Marling,I Speak Because I Can,11,spotify:album:10n9G3FTHGbaz8QchmGXmR,True,http://rdio.com/artist/Laura_Marling/album/I_Speak_Because_I_Can/,False
The White Stripes,Icky Thump,11,spotify:album:1cjtCrQrbOBIygj8gfjago,True,http://rdio.com/artist/The_White_Stripes/album/Icky_Thump/,True
Local Natives,Gorilla Manor,11,spotify:album:3NgRnbuQhydKKsiqWg91WT,True,http://rdio.com/artist/Local_Natives/album/Gorilla_Manor_1/,True
The Roots,How I Got Over,10,spotify:album:2VOq1Tnj9Hf968Fdx8xpox,True,http://rdio.com/artist/The_Roots/album/How_I_Got_Over_1/,True
Sonic Youth,The Eternal,10,spotify:album:5qo7iEWkMEaSXEZ7fuPvC3,True,http://rdio.com/artist/Sonic_Youth/album/The_Eternal/,True
Sufjan Stevens,The Age of Adz,10,spotify:album:4ln0tQzp4XX6o2Z8XIlVDk,True,,False
Japandroids,Post-Nothing,10,spotify:album:3kj4r0F8AWJ4Udlln6zMIi,False,http://rdio.com/artist/Japandroids/album/Post-Nothing/,True
Girls,Album,10,spotify:album:2d2nOfrJxU2Wpzc1AAZewC,True,http://rdio.com/artist/Girls/album/Album_1/,True
Liars,Sisterworld,10,spotify:album:36K2aqj4gTj7eI4zQj6efd,True,http://rdio.com/artist/Liars/album/Sisterworld/,True
MGMT,Oracular Spectacular,10,spotify:album:18FRVXUyoW1QQfwzi9PRC4,True,http://rdio.com/artist/MGMT/album/Oracular_Spectacular_1/,True
Broken Social Scene,Forgiveness Rock Record,10,spotify:album:2LHfGLiEaV595PIYmCPMmh,True,http://rdio.com/artist/Broken_Social_Scene/album/Forgiveness_Rock_Record/,True
Gil Scott-Heron,I'm New Here,10,,False,,False
Women,Public Strain,10,spotify:album:1aVAu3mRkP0ypzUCkeuCU5,True,http://rdio.com/artist/Women/album/Public_Strain/,True
Swans,My Father Will Guide Me Up a Rope to the Sky,10,,False,,False
The Flaming Lips,Embryonic,10,spotify:album:42gtx6ijIllUOyXaqCS417,True,http://rdio.com/artist/The_Flaming_Lips/album/Embryonic_2/,True
Janelle MonÃ¡e,The ArchAndroid,10,,False,http://rdio.com/artist/Janelle_Mon%C3%A1e/album/The_ArchAndroid/,True
Kylesa,Spiral Shadow,9,spotify:album:5CP0zFLnRi8SAxb1NxuB6b,True,http://rdio.com/artist/Kylesa/album/Spiral_Shadow/,True
Edwyn Collins,Losing Sleep,9,spotify:album:4IE5upe7vgrz5vVQIICUeW,True,http://rdio.com/artist/Edwyn_Collins/album/Losing_Sleep/,True
Robert Wyatt,Comicopera,9,spotify:album:1be9LqXcGK694BV2VkufRf,True,http://rdio.com/artist/Robert_Wyatt/album/Comicopera/,True
Actress,Splazsh,9,spotify:album:5iMp6bIMnBg0UpouIXUqxX,True,http://rdio.com/artist/Actress/album/Splazsh/,True
Avi Buffalo,Avi Buffalo,9,spotify:album:40zHB2fY8av8NiKKM8ZxMr,False,http://rdio.com/artist/Avi_Buffalo/album/Avi_Buffalo/,True
The xx,xx,9,spotify:album:0z6ErTRiEcAML2IPrkWI5W,True,,False
Owen Pallett,Heartland,9,spotify:album:7eXii7fg0PKPsppUSekMpc,True,http://rdio.com/artist/Owen_Pallett/album/Heartland/,True
Pantha Du Prince,Black Noise,9,spotify:album:78KUNC4qL12HKWSmmG2u7P,True,http://rdio.com/artist/Pantha_Du_Prince/album/Black_Noise/,True
Arctic Monkeys,Humbug,9,spotify:album:2fqW1Crcqqu1xsa2WoxEge,True,http://rdio.com/artist/Arctic_Monkeys/album/Humbug/,True
Animal Collective,Strawberry Jam,9,spotify:album:6ZbMOLJwdzaWQMTHr10ilO,True,http://rdio.com/artist/Animal_Collective/album/Strawberry_Jam_1/,True
Emeralds,Does It Look Like I'm Here?,9,spotify:album:0c0XkZh9vWXg473nchoArI,True,,False
Salem,King Night,9,spotify:album:5vUVYRhSB1U3k3DR5MaPN9,True,http://rdio.com/artist/Salem/album/King_Night/,True
The Dead Weather,Horehound,9,spotify:album:748kQyYY7WAP6fMSBjV7l8,True,http://rdio.com/artist/The_Dead_Weather/album/Horehound/,True
Drake,Thank Me Later,9,spotify:album:5EReyE1t1d2tzKwwATAqTo,True,http://rdio.com/artist/Drake/album/Thank_Me_Later_2/,True
Matthew Dear,Black City,9,spotify:album:61pckn1cWRKwMqW9fzWJi3,True,http://rdio.com/artist/Matthew_Dear/album/Black_City/,True
Hot Chip,One Life Stand,9,spotify:album:6zYbD9L5AgDJPWOs7wujEH,True,http://rdio.com/artist/Hot_Chip/album/One_Life_Stand_2/,True
Spoon,Transference,9,spotify:album:4vENtbLNJGE2nuc03I8jmg,True,http://rdio.com/artist/Spoon/album/Transference/,True
Teenage Fanclub,Shadows,9,spotify:album:7JKeLUaOaKppWbSlEEc6HF,True,http://rdio.com/artist/Teenage_Fanclub/album/Shadows/,True
Fleet Foxes,Fleet Foxes,9,spotify:album:6spTDEWQfiSsKjkR9NmuDX,True,http://rdio.com/artist/Fleet_Foxes/album/Fleet_Foxes/,True
Bat For Lashes,Two Suns,9,spotify:album:7cj1dERc5yhFBqtxlRYGSe,True,http://rdio.com/artist/Bat_For_Lashes/album/Two_Suns/,True
Superchunk,Majesty Shredding,8,spotify:album:78pvtHZcYwYSsLl07ZRILp,True,http://rdio.com/artist/Superchunk/album/Majesty_Shredding/,True
Broken Bells,Broken Bells,8,spotify:album:0X7WyEKdm5afGj1fmD7Blx,True,http://rdio.com/artist/Tamas_Markus/album/Broken_Bells/,True
Yellow Swans,Going Places,8,,False,http://rdio.com/artist/Tim_Andresen/album/Going_Places/,True
LCD Soundsystem,Sound Of Silver,8,spotify:album:1R8kkopLT4IAxzMMkjic6X,True,http://rdio.com/artist/LCD_Soundsystem/album/Sound_Of_Silver/,True
Dinosaur Jr.,Farm,8,spotify:album:22oAt44D13UzqtXy46P2gy,True,http://rdio.com/artist/Dinosaur_Jr./album/Farm/,True
Darkstar,North,8,spotify:album:2dPLneQwmVnYDvDwLZDHgh,True,http://rdio.com/artist/Darkstar/album/North/,True
Bruce Springsteen,Magic,8,spotify:album:5flddngc9rJY93EbrKBTkF,False,http://rdio.com/artist/Bruce_Springsteen/album/Magic_1/,True
Menomena,Mines,8,spotify:album:63pd6SOknq4hJIHUKRWIwx,True,http://rdio.com/artist/Menomena/album/Mines/,True
Robyn,Body Talk,8,spotify:album:6nkp1DYn2cWOXLFE8VLTCr,True,http://rdio.com/artist/Robyn/album/Body_Talk_2/,True
Camera Obscura,My Maudlin Career,8,spotify:album:7w5CdU6DCDITSbtfxB7GZa,True,http://rdio.com/artist/Camera_Obscura/album/My_Maudlin_Career/,True
Deftones,Diamond Eyes,8,spotify:album:7rqS0aNwiU5XNBFGE7LAN1,True,http://rdio.com/artist/Deftones/album/Diamond_Eyes/,True
Marnie Stern,Marnie Stern,8,spotify:album:6QggFAQtfJZ4mVfz3hz3EH,True,http://rdio.com/artist/Marnie_Stern/album/Marnie_Stern/,True
Justice,â ,8,,False,,False
Swans,My Father Will Guide Me Up A Rope To The Sky,8,spotify:album:3XKpwgFwGELs1vs3cAuDch,False,http://rdio.com/artist/Swans/album/My_Father_Will_Guide_Me_Up_A_Rope_To_The_Sky/,True
Bright Eyes,Cassadaga,8,spotify:album:2XEN6j8xNZkQZIwOh6jmHL,True,http://rdio.com/artist/Bright_Eyes/album/Cassadaga_1/,True
Baths,Cerulean,8,spotify:album:2h8xXsvvZ8de9DqJkkyrsq,True,http://rdio.com/artist/Baths/album/Cerulean/,True
Beirut,The Flying Club Cup,8,spotify:album:7vlzmpQrJ7P2bPyag9a4GD,True,http://rdio.com/artist/Beirut/album/The_Flying_Club_Cup/,False
Spoon,Ga Ga Ga Ga Ga,8,spotify:album:5BgOQ4Eqjx7s9gkJFbnJXm,True,http://rdio.com/artist/Spoon/album/Ga_Ga_Ga_Ga_Ga/,True
Forest Swords,Dagger Paths,8,,False,,False
The Tallest Man On Earth,The Wild Hunt,8,spotify:album:76wyyl9FRdt1ACoy0nEpfK,True,http://rdio.com/artist/The_Tallest_Man_On_Earth/album/The_Wild_Hunt_1/,True
Bon Iver,"For Emma, Forever Ago",8,spotify:album:3JKLAR3XV8VIFIHagNAR3Y,False,http://rdio.com/artist/Bon_Iver/album/For_Emma%2C_Forever_Ago_1/,True
"The Good, The Bad & The Queen","The Good, The Bad & The Queen",8,,False,,False
Big Boi,Sir Lucious Left Foot: The Son of Chico Dusty,8,,False,,False
Yo La Tengo,Popular Songs,7,spotify:album:5Vi8AMs747kpnUAJRrGx0p,True,http://rdio.com/artist/Yo_La_Tengo/album/Popular_Songs/,True
Everything Everything,Man Alive,7,spotify:album:6XuClMTJMe2uXJxNMPLmS1,True,http://rdio.com/artist/Everything_Everything/album/Man_Alive_1/,True
Cymbals Eat Guitars,Why There Are Mountains,7,spotify:album:4ODRRHzi7GCtN5awLaQe2B,True,http://rdio.com/artist/Cymbals_Eat_Guitars/album/Why_There_Are_Mountains/,True
Burial,Untrue,7,spotify:album:4EIUWgEGuue5krjlOSjei2,True,http://rdio.com/artist/Burial/album/Untrue/,True
Joanna Newsom,Have One on Me,7,,False,,False
Dum Dum Girls,I Will Be,7,spotify:album:4xut4lUWN85bEDlvlH6ZP4,False,http://rdio.com/artist/Dum_Dum_Girls/album/I_Will_Be/,True
Wilco,Wilco (The Album),7,,False,,False
Justin Townes Earle,Harlem River Blues,7,spotify:album:1vlOq1JPKx4qBhfHdmFOEt,True,http://rdio.com/artist/Justin_Townes_Earle/album/Harlem_River_Blues/,True
The XX,XX,7,,False,http://rdio.com/artist/The_xx/album/XX/,True
Belle & Sebastian,Write About Love,7,spotify:album:1dlWXOJNfwsUZQvqEl6tVX,False,http://rdio.com/artist/Belle_and_Sebastian/album/Write_About_Love/,True
The Shins,Wincing The Night Away,7,spotify:album:7f5IY1tuyC4yEardrzrxwe,True,http://rdio.com/artist/The_Shins/album/Wincing_The_Night_Away/,True
Metric,Fantasies,7,spotify:album:39MsBktM3j4tXGTJZGX3Ue,False,http://rdio.com/artist/Metric/album/Fantasies/,False
Gang Gang Dance,Saint Dymphna,7,spotify:album:72tIb8JWE885eqiN5rnuZY,True,http://rdio.com/artist/Gang_Gang_Dance/album/Saint_Dymphna/,True
Neko Case,Middle Cyclone,7,spotify:album:3XwQUKck8AiuLlOVubM5J5,True,http://rdio.com/artist/Neko_Case/album/Middle_Cyclone/,True
The Dillinger Escape Plan,Option Paralysis,7,spotify:album:5cZ97TTwZ0xCwHJcGh9EeE,True,http://rdio.com/artist/The_Dillinger_Escape_Plan/album/Option_Paralysis/,True
Wild Nothing,Gemini,7,spotify:album:3oPuSNDpKa84WJLWstHomV,True,http://rdio.com/artist/Wild_Nothing/album/Gemini/,True
St. Vincent,Actor,7,spotify:album:0nARXdbUQGhn3PCyv8p2NT,True,http://rdio.com/artist/St._Vincent/album/Actor/,True
Vampire Weekend,Vampire Weekend,7,spotify:album:5oXBmKbyJeQftWMo87cQ9F,True,http://rdio.com/artist/Vampire_Weekend/album/Vampire_Weekend/,False
John Grant,Queen of Denmark,7,spotify:album:2ioHnKozs8nVYc0sTEWSX2,True,http://rdio.com/artist/John_Grant/album/Queen_of_Denmark/,True
Neon Indian,Psychic Chasms,7,spotify:album:3ibRQQQInmPcOuOU6CQF2b,True,http://rdio.com/artist/Neon_Indian/album/Psychic_Chasms/,True
The Bug,London Zoo,7,spotify:album:0Au4HNwGtEi5iOFprP0027,True,http://rdio.com/artist/The_Bug/album/London_Zoo/,True
Fuck Buttons,Street Horrrsing,7,,False,http://rdio.com/artist/Fuck_Buttons/album/Street_Horrrsing/,True
Tame Impala,Innerspeaker,7,,False,,False
Feist,The Reminder,7,spotify:album:3FWytFGOgLN0gi01lUsPyI,True,http://rdio.com/artist/Feist/album/The_Reminder_1/,True
The Antlers,Hospice,7,spotify:album:6fFp2F91noBeodV88bRwTD,True,http://rdio.com/artist/The_Antlers/album/Hospice/,True
BjÃ¶rk,Volta,7,,False,,False
Field Music,Field Music (Measure),7,spotify:album:3O5uRmtRpUXo47GDHLQBkd,True,,False
No Age,Everything in Between,6,spotify:album:5Y4JixLT9LO26MHs0dMV7a,False,,False
Richard Skelton,Landings,6,spotify:album:1ZctQAfYUoEwRr2d5Hm2sM,True,,False
Richard Hawley,Truelove's Gutter,6,spotify:album:0zVtspcd49i55XA3LY1SSX,True,http://rdio.com/artist/Richard_Hawley/album/Truelove%27s_Gutter/,True
Cass McCombs,Catacombs,6,spotify:album:3SvUGaWL8SSTSI0E4gAsPc,True,http://rdio.com/artist/Cass_McCombs/album/Catacombs_1/,True
Sun Kil Moon,Admiral Fell Promises,6,,False,,False
Deerhunter,Cryptograms,6,spotify:album:7rS1pS7VnMvNoyrc0YM94k,True,http://rdio.com/artist/Deerhunter/album/Cryptograms/,True
Lonelady,Nerve Up,6,spotify:album:0dUpDZBb23gUdj9JWOy218,True,http://rdio.com/artist/LoneLady/album/Nerve_Up/,True
Electric Wizard,Black Masses,6,spotify:album:7w7fmy8gRYMrXICyG2c8ai,True,http://rdio.com/artist/Electric_Wizard/album/Black_Masses/,True
The Drums,The Drums,6,spotify:album:6n7e5M7KvFflDBmhcl8qMl,True,http://rdio.com/artist/The_Drums/album/The_Drums/,True
Male Bonding,Nothing Hurts,6,spotify:album:3V5dnaiabt3HjBCULXUZ94,True,http://rdio.com/artist/Male_Bonding/album/Nothing_Hurts/,True
Sunset Rubdown,Dragonslayer,6,spotify:album:2kaO1SSGtJBcOAJoKNPzXu,True,http://rdio.com/artist/Sunset_Rubdown/album/Dragonslayer/,True
Against Me!,White Crosses,6,spotify:album:36MYNMQ8o0QggL9zyNgyLe,True,http://rdio.com/artist/Against_Me!/album/White_Crosses_1/,True
Kanye West,Graduation,6,spotify:album:2EvIPfiWOIxIZ193E8sK8w,True,http://rdio.com/artist/Kanye_West/album/Graduation_1/,True
Autechre,Oversteps,6,spotify:album:5iaRpin36ZjaOC6PMAZ02l,True,http://rdio.com/artist/Autechre/album/Oversteps/,True
Julian Casablancas,Phrazes For The Young,6,spotify:album:6IN7WBkcwRA1o87hVFaCa3,True,http://rdio.com/artist/Julian_Casablancas/album/Phrazes_For_The_Young/,True
Flying Lotus,Los Angeles,6,spotify:album:7pdhnkO0t8HiRv4dmggt2I,True,http://rdio.com/artist/Flying_Lotus/album/Los_Angeles/,True
Zs,New Slaves,6,spotify:album:1kRDhnxM7b5loGFAuwhYH8,True,http://rdio.com/artist/Zs/album/New_Slaves/,True
The Pains Of Being Pure At Heart,The Pains Of Being Pure At Heart,6,spotify:album:5sPr1u8OIfFbiX7328iw1V,True,http://rdio.com/artist/The_Pains_of_Being_Pure_At_Heart/album/The_Pains_Of_Being_Pure_At_Heart/,True
Harlem,Hippies,6,spotify:album:32kACISdDQ9wsLfrkk7HIn,True,http://rdio.com/artist/Harlem/album/Hippies/,True
Liars,Liars,6,spotify:album:6CHjCCUaJQPfM21oXv1avp,True,http://rdio.com/artist/Liars/album/Liars/,True
TV On The Radio,Dear Science,6,spotify:album:6RF9h1d8zkaugfMbFQGO70,True,http://rdio.com/artist/TV_On_The_Radio/album/Dear_Science/,True
Frightened Rabbit,The Winter of Mixed Drinks,6,spotify:album:6ylabgbNSUHgDWkXIERKAO,False,http://rdio.com/artist/Frightened_Rabbit/album/The_Winter_of_Mixed_Drinks_1/,True
Steve Mason,Boys Outside,6,spotify:album:6nHegfSk9K8PX4NY7O0azx,True,http://rdio.com/artist/Steve_Mason/album/Boys_Outside_1/,True
Blonde Redhead,23,6,spotify:album:3CvzSeIdlso2ap2SXhUMGf,True,http://rdio.com/artist/Blonde_Redhead/album/23_1/,True
Manic Street Preachers,Journal for Plague Lovers,6,,False,,False
Of Montreal,False Priest,6,spotify:album:4FxK4zjh1fgvLdwgWuomDr,False,http://rdio.com/artist/Of_Montreal/album/False_Priest_1/,True
Lower Dens,Twin-Hand Movement,6,spotify:album:4DdjZfxFCoTP6sYtdYBdUg,True,,False
Gonjasufi,A Sufi and a Killer,6,,False,,False
White Denim,Fits,6,spotify:album:2DqI3UiPaOtkEHBJa1ZkNS,True,http://rdio.com/artist/White_Denim/album/Fits_1/,True
Gayngs,Relayted,6,spotify:album:5b8qOZ9xdBrMPG9qjwgREm,True,http://rdio.com/artist/Gayngs/album/Relayted/,True
Sun Araw,On Patrol,6,spotify:album:3ZPcqssIubQk5y5c1lkIAl,False,http://rdio.com/artist/Sun_Araw/album/On_Patrol/,False
Mavis Staples,You Are Not Alone,6,spotify:album:2o7NRzafF5Dbi9pXAuStQh,True,http://rdio.com/artist/Mavis_Staples/album/You_Are_Not_Alone/,True
Janelle Monae,The ArchAndroid,6,,False,http://rdio.com/artist/Janelle_Mon%C3%A1e/album/The_ArchAndroid/,True
Midlake,The Courage of Others,6,,False,,False
Wilco,Sky Blue Sky,6,spotify:album:6dbcDWUXEFpNrmCJoqZsk4,True,http://rdio.com/artist/Wilco/album/Sky_Blue_Sky/,True
Neil Young,Le Noise,6,spotify:album:4j9JVeEgEEiwYyYMiueTvG,True,http://rdio.com/artist/Neil_Young/album/Le_Noise/,True
Teebs,Ardour,6,spotify:album:7Ju0MUsGwfV6SxkKIsmyBY,False,http://rdio.com/artist/Teebs/album/Ardour/,False
Jamey Johnson,The Guitar Song,6,spotify:album:7glcyk6Q02m2ntmmwY2CbB,False,http://rdio.com/artist/Jamey_Johnson/album/The_Guitar_Song/,True
Errors,Come Down With Me,6,spotify:album:2CrJVguBuD0NvN03ToOaEI,True,http://rdio.com/artist/Errors/album/Come_Down_With_Me/,True
Biffy Clyro,Only Revolutions,6,spotify:album:6Ch5ZsoMxpy5Ef2i4mGILh,True,http://rdio.com/artist/Biffy_Clyro/album/Only_Revolutions/,True
Crocodiles,Sleep Forever,6,spotify:album:5Ko1zhgvP5J6BL5yUn0N1q,True,http://rdio.com/artist/Crocodiles/album/Sleep_Forever_1/,True
Mumford & Sons,Sigh No More,6,spotify:album:7GiLJfRPHARQrRJf01P2Tt,True,http://rdio.com/artist/Mumford__Sons/album/Sigh_No_More_1/,True
Torche,Meanderthal,6,,False,http://rdio.com/artist/Torche/album/Meanderthal/,True
Ariel Pink's Haunted Graffiti,Before Today,6,,False,http://rdio.com/artist/Ariel_Pink%27s_Haunted_Graffiti/album/Before_Today/,True
Ariel Pinkâs Haunted Graffiti,Before Today,6,,False,http://rdio.com/artist/Ariel_Pink%27s_Haunted_Graffiti/album/Before_Today/,True
Beach Fossils,Beach Fossils,5,spotify:album:6RS8DNcfeqwwws5GbvYTDf,True,http://rdio.com/artist/Beach_Fossils/album/Beach_Fossils/,True
Toro Y Moi,Causers of This,5,,False,,False
Sigur RÃ³s,MeÃ° suÃ° Ã­ eyrum viÃ° spilum endalaust,5,,False,,False
Janelle Monae,The Archandroid,5,,False,,False
Foals,Antidotes,5,spotify:album:4alxFphjDkCRemfJRU7xax,True,http://rdio.com/artist/Foals/album/Antidotes_1/,True
White Rabbits,It's Frightening,5,spotify:album:7zIoV12pgNYQHvEVj0yCYW,True,http://rdio.com/artist/White_Rabbits/album/It%27s_Frightening_1/,True
Kvelertak,Kvelertak,5,spotify:album:58FoOoJklKSIBdtkeV1Pmw,True,http://rdio.com/artist/Kvelertak/album/Kvelertak_1/,True
Kings of Leon,Because of the Times,5,,False,,False
Laura Veirs,July Flame,5,spotify:album:15C36gC5XeE8J3JifDdc6h,True,http://rdio.com/artist/Laura_Veirs/album/July_Flame/,True
Them Crooked Vultures,Them Crooked Vultures,5,spotify:album:2J1Su4rQL12Nf3v6w3MBvl,True,http://rdio.com/artist/Them_Crooked_Vultures/album/Them_Crooked_Vultures_1/,True
