Artist,Album,Listed,Spotify URL,Spotify Streamable,Rdio URL,Rdio Streamable
Manu Chao,La Radiolina,2,spotify:album:4GpOlgr4pX6I36jT1l25HG,True,http://rdio.com/artist/Manu_Chao/album/La_Radiolina_2/,True
Expo 70,Where Does Your Mind Go?,2,,False,http://rdio.com/artist/Beardyman/album/Where_Does_Your_Mind_Go_1/,True
Bike for Three!,More Heart Than Brains,2,,False,http://rdio.com/artist/Bike_for_Three!/album/More_Heart_Than_Brains/,True
Dizzee Rascal,Tongue N' Cheek,2,spotify:album:21GublA8waCtnERIKZ2ag0,False,http://rdio.com/artist/Dizzee_Rascal/album/Tongue_N%27_Cheek/,False
LindstrÃ¸m,Where You Go I Go Too,2,,False,,False
Bullet for My Valentine,Fever,2,,False,http://rdio.com/artist/Bullet_For_My_Valentine/album/Fever_1/,True
Telekinesis,Telekinesis!,2,spotify:album:2vZKhcxTCnB8ytm0fyy8fz,True,http://rdio.com/artist/Telekinesis/album/Telekinesis!/,True
Bill Orcutt,A New Way To Pay Old Debts,2,spotify:album:1BckfIC4KxlNzCJzQQWCG6,True,,False
Julie Doiron,I Can Wonder What You Did With Your Day,2,spotify:album:15YutQki1Cfh0eEGUCSvcO,True,http://rdio.com/artist/Julie_Doiron/album/I_Can_Wonder_What_You_Did_With_Your_Day/,True
Franz Ferdinand,Tonight: Franz Ferdinand,2,spotify:album:1dZ2vgrL0RDIIfrK9mwsCe,True,http://rdio.com/artist/Franz_Ferdinand/album/Tonight_Franz_Ferdinand/,True
Hammers of Misfortune,Fields/Church of Broken Glass,2,,False,,False
Jason Lytle,"Yours Truly, The Commuter",2,spotify:album:2mbeDyeNZJZ1QnGal8EnN0,True,http://rdio.com/artist/Jason_Lytle/album/Yours_Truly%2C_The_Commuter/,True
Simian Mobile Disco,Temporary Pleasure,2,spotify:album:070IpPY6EDDnuGMsoF8hBu,True,http://rdio.com/artist/Simian_Mobile_Disco/album/Temporary_Pleasure/,True
Lostprophets,The Betrayed,2,,False,http://rdio.com/artist/lostprophets/album/The_Betrayed/,False
Prinzhorn Dance School,Prinzhorn Dance School,2,spotify:album:125QyULA03CrxVPKINCD1T,True,http://rdio.com/artist/Prinzhorn_Dance_School/album/Prinzhorn_Dance_School/,True
Avenged Sevenfold,Nightmare,2,spotify:album:0bW6WcEMFsP55doRbwa8Sc,True,http://rdio.com/artist/Avenged_Sevenfold/album/Nightmare_1/,True
Das Racist,"Shut Up, Dude",2,,False,,False
Brother Ali,Us,2,spotify:album:30PO4a58L1TN3tNB8ox7hZ,True,http://rdio.com/artist/Brother_Ali/album/Us_3/,True
All Time Low,Nothing Personal,2,spotify:album:6xoc0O1wT7Fo5GLDuMTQ0K,True,http://rdio.com/artist/All_Time_Low/album/Nothing_Personal/,True
SUFJAN STEVENS,The Age Of Adz,2,,False,,False
Imogen Heap,Ellipse,2,spotify:album:5AYKGPzPBJNHeKehCxMaq0,True,http://rdio.com/artist/Imogen_Heap/album/Ellipse_1/,True
Loscil,Endless Falls,2,spotify:album:51TUKh8xUtt51nBt1l3F1J,True,http://rdio.com/artist/loscil/album/Endless_Falls/,True
Part Chimp,Thriller,2,spotify:album:16xcnFIBnzhGP6u6apl5Ss,True,http://rdio.com/artist/Part_Chimp/album/Thriller/,True
Dillinger Escape Plan,Option Paralysis,2,,False,http://rdio.com/artist/The_Dillinger_Escape_Plan/album/Option_Paralysis/,True
Lights,The Listening,2,,False,http://rdio.com/artist/LIGHTS/album/The_Listening_3/,True
Melvins,Nude With Boots,2,spotify:album:2Ppop6MnqxxTb8QuXcRKj1,True,http://rdio.com/artist/Melvins/album/Nude_With_Boots/,True
James Blake,CMYK/Klavierwerke,2,,False,,False
PANTHA DU PRINCE,Black Noise,2,,False,http://rdio.com/artist/Pantha_Du_Prince/album/Black_Noise/,True
Busdriver,Jhelli Beam,2,spotify:album:4lWcjOZ8h2OOMX4Ujm98YD,True,http://rdio.com/artist/Busdriver/album/Jhelli_Beam/,True
Mark Ronson,Version,2,,False,http://rdio.com/artist/Mark_Ronson/album/Version_1/,True
Darkthrone,Circle the Wagons,2,,False,,False
Kevin Barker,You and Me,2,,False,,False
Hot Chip,Made in the Dark,2,,False,,False
Murcof,The Versailles Sessions,2,spotify:album:6gjcVAdBQS3dLXsGpH9E2c,False,http://rdio.com/artist/Murcof/album/The_Versailles_Sessions/,True
James Ferraro,Last American Hero,2,,False,,False
The Atlas Moth,A Glorified Piece Of Blue Sky,2,,False,,False
Michael Buble,Crazy Love,2,,False,http://rdio.com/artist/Michael_Bubl%C3%A9/album/Crazy_Love_3/,True
Sondre Lerche,Heartbeat Radio,2,spotify:album:3sdXF7pRMtRP9HN1MxnbY7,True,http://rdio.com/artist/Sondre_Lerche/album/Heartbeat_Radio/,True
Years,Years,2,,False,,False
I Like Trains,He Who Saw The Deep,2,spotify:album:19TMdOGWya1uDR2acCdWPl,False,http://rdio.com/artist/I_LIKE_TRAINS/album/He_Who_Saw_The_Deep_1/,False
Balmorhea,Rivers Arms,2,,False,,False
TV on the Radio,Dear Science,2,,False,http://rdio.com/artist/TV_On_The_Radio/album/Dear_Science/,True
Lemonheads,Varshons,2,,False,http://rdio.com/artist/The_Lemonheads/album/Varshons_1/,True
Toro y Moi,Causers of This,2,,False,,False
Brian Wilson,That Lucky Old Sun,2,spotify:album:0cErIhCkl9COswOI0Qa4DH,True,http://rdio.com/artist/Brian_Wilson/album/That_Lucky_Old_Sun/,True
Pelican,What We All Come To Need,2,spotify:album:0SY1Q9pI5QSSc20KKbW5Ve,True,http://rdio.com/artist/Pelican/album/What_We_All_Come_To_Need/,True
Junior Boys,Begone Dull Care,2,spotify:album:4vmY35dkjDGCQ07zACYXwt,True,http://rdio.com/artist/Junior_Boys/album/Begone_Dull_Care/,True
Redshape,The Dance Paradox,2,spotify:album:4oX4wyWBx0bWx66iq3Z94Y,True,,False
Ali Farka Toure & Toumani Diabate,Ali & Toumani,2,,False,http://rdio.com/artist/Ali_Farka_Tour%C3%A9__Toumani_Diabat%C3%A9/album/Ali__Toumani/,True
Dan Black,Un,2,spotify:album:0G6IVxOQWXj7MzvO9K2y7v,False,,False
Trans Am,Thing,2,,False,,False
Modest Mouse,We Were Dead Before the Ship Even Sank,2,,False,,False
Scorpions,Sting In The Tail,2,spotify:album:263tbxTF9LVCXTJg2ZheMG,True,http://rdio.com/artist/Scorpions/album/Sting_In_The_Tail_1/,True
Chilly Gonzales,Ivory Tower,2,spotify:album:6sHNopRM1WjIazkUbY0xpX,True,http://rdio.com/artist/Chilly_Gonzales/album/Ivory_Tower/,True
Black Eyed Peas,E.N.D.,2,,False,,False
Laurel Halo,King Felix,2,spotify:album:1MRASQq8VaD9oesLpxdfm5,True,http://rdio.com/artist/Laurel_Halo/album/King_Felix/,True
Cherry Ghost,Beneath This Burning Shoreline,2,spotify:album:7rtiD4UBe5L1uB5YScrQWi,False,,False
Someone Still Loves You Boris Yeltsin,Let It Sway,2,spotify:album:1BA2XXIvlf6w0kZwS3kXcO,False,http://rdio.com/artist/Someone_Still_Loves_You_Boris_Yeltsin/album/Let_It_Sway/,True
Chromeo,Business Casual,2,spotify:album:5oJ2GmJMY8ik2ecugsgVIK,True,http://rdio.com/artist/Chromeo/album/Business_Casual/,True
Alcest,Ecailles De Lune,2,,False,,False
Secret Cities,Pink Graffiti,2,,False,,False
Hildur Gudnadottir,Without Sinking,2,spotify:album:5yDTujmITmAOp17QzzJARu,True,,False
MARK MCGUIRE,Living With Yourself,2,,False,,False
PANDA BEAR,Person Pitch,2,,False,http://rdio.com/artist/Panda_Bear/album/Person_Pitch_1/,True
Music Go Music,Expressions,2,spotify:album:212QdyJhRqNxWBd6xnQkH4,True,http://rdio.com/artist/Music_Go_Music/album/Expressions/,True
MIM SULEIMAN,Tungi,2,,False,,False
Various Artists,Five Years of Hyperdub,2,,False,,False
Trembling Bells,Abandoned Love,2,spotify:album:7K11iHXuRcmHrZnX4KKgTf,True,http://rdio.com/artist/Trembling_Bells/album/Abandoned_Love/,True
Los Campesinos!,Romance Is Boring,2,spotify:album:5hwmTGu663bb93UpGImzyb,True,http://rdio.com/artist/Los_Campesinos!/album/Romance_Is_Boring/,True
Piano Magic,Ovations,2,spotify:album:6vr6zLC5IyirELkiuAenJX,True,http://rdio.com/artist/Piano_Magic/album/Ovations/,True
James Blackshaw,The Cloud Of Unknowing,2,spotify:album:5UMEdPKSoyq312hXEHqvcq,True,,False
Russian Circles,Station,2,,False,,False
Allen Toussaint,The Bright Mississippi,2,spotify:album:3zcTpC2o6RtnpfYTjN4Jzy,True,http://rdio.com/artist/Allen_Toussaint/album/The_Bright_Mississippi/,True
Oceansize,Self Preserved While The Bodies Float Up,2,,False,,False
Manic Street Preachers,Postcards From a Young Man,2,,False,,False
David Guetta,One Love,2,spotify:album:1aecE4MdQIvYceo1GYH19g,True,http://rdio.com/artist/David_Guetta/album/One_Love_2/,True
Iron & Wine,Around the Well,2,,False,,False
The Decemberists,The Hazards Of Love,2,spotify:album:1sz92mfSuxW3JDkGwH3R4N,False,http://rdio.com/artist/The_Decemberists/album/The_Hazards_Of_Love/,False
Bellowhead,Hedonism,2,spotify:album:4TeSNSY9xlxAMnEzVP0n12,True,http://rdio.com/artist/Bellowhead/album/Hedonism/,True
Leyland Kirby,Sadly The Future Is No Longer What It Was,2,,False,,False
Ratatat,LP4,2,spotify:album:2cMbPL4ennrXgFwfVmxgwG,True,http://rdio.com/artist/Ratatat/album/LP4/,True
The Kills,Midnight Boom,2,spotify:album:4hunCtRyEEu06ZAGkL705d,True,http://rdio.com/artist/The_Kills/album/Midnight_Boom/,True
Wavves,Wavvves,2,spotify:album:3yt5Jjzb5Z8t7Hnp4ZBlIu,False,http://rdio.com/artist/Wavves/album/Wavvves/,True
The Body,All The Waters Of The Earth Turn To Blood,2,,False,,False
Nine Inch Nails,Year Zero,2,spotify:album:0hdOzMPrGJiGjX3epBP8NN,True,http://rdio.com/artist/Nine_Inch_Nails/album/Year_Zero/,True
Prefab Sprout,Let's Change the World With Music,2,,False,,False
Earthride,Something Wicked,2,spotify:album:6fuTyfBbHvcZ4grGtoIvKn,True,http://rdio.com/artist/The_Herbaliser/album/Something_Wicked/,True
Bad Plus,Never Stop,2,,False,http://rdio.com/artist/The_Bad_Plus/album/Never_Stop/,True
The Xcerts,Scatterbrain,2,spotify:album:6sxSKU3URJAPOs4uPMzxDO,True,http://rdio.com/artist/The_Xcerts/album/Scatterbrain/,True
Dawnbringer,Nucleus,2,,False,http://rdio.com/artist/Sonny_Rollins/album/Nucleus/,True
The Posies,Blood/Candy,2,spotify:album:5iq5ZLbiZE8AfYGKagiDFb,True,http://rdio.com/artist/The_Posies/album/Blood/Candy/,True
Ulrich Schnauss,Goodbye,2,spotify:album:0hf61qc8qGPs1sPAgOEH4M,True,http://rdio.com/artist/Ulrich_Schnauss/album/Goodbye_1/,True
Why?,Alopecia,2,spotify:album:4ifFlLSy7cRysLGSXiXygg,True,http://rdio.com/artist/WHY_1/album/Alopecia/,True
Tom Harrell,Prana Dance,2,,False,http://rdio.com/artist/Tom_Harrell/album/Prana_Dance/,False
Foxy Shazam,Foxy Shazam,2,spotify:album:5jH30KAoJeXME7a2LVBdN8,True,http://rdio.com/artist/Foxy_Shazam/album/Foxy_Shazam/,True
oOoOO,oOoOO,2,,False,,False
Goes Cube,Another Day Has Passed,2,spotify:album:1WzdMewTvpgQ9dahZDcXgD,True,http://rdio.com/artist/Goes_Cube/album/Another_Day_Has_Passed/,True
Scissor Sisters,Night Work,2,spotify:album:60reR4muRZj5MRsI9giZjk,True,http://rdio.com/artist/Scissor_Sisters/album/Night_Work_1/,True
Carl Barat,Carl Barat,2,,False,,False
Man's Gin,Smiling Dogs,2,,False,,False
Gui Boratto,Chromophobia,2,,False,,False
The Dodos,Visiter,2,spotify:album:0PCBeIzHUlDM2cxq3Eu8tC,True,http://rdio.com/artist/The_Dodos/album/Visiter/,True
Daniel Johnston,Is and Always Was,2,spotify:album:6GcJ4011YGFbFbieyOdrfb,False,,False
Unsane,Visqueen,2,spotify:album:5eRxv0m1N83Y1Ar0IHddon,True,,False
Devil Sold His Soul,Blessed & Cursed,2,,False,http://rdio.com/artist/Devil_Sold_His_Soul/album/Blessed__Cursed_1/,True
Doug Paisley,Doug Paisley,2,,False,,False
Bottomless Pit,Blood Under The Bridge,2,,False,,False
Ian Brown,My Way,2,spotify:album:1AktNZcFg806a81j37DWcf,False,,False
Nas,Distant Relatives,2,,False,http://rdio.com/artist/Nas__Damian_%22Jr._Gong%22_Marley/album/Distant_Relatives_1/,True
Frankie Rose And The Outs,Frankie Rose And The Outs,2,,False,,False
The Besnard Lakes,Are the Dark Horse,2,,False,,False
Mika,The Boy Who Knew Too Much,2,,False,http://rdio.com/artist/Mika/album/The_Boy_Who_Knew_Too_Much/,True
Franz Ferdinand,Tonight,2,spotify:album:6K8QEVAF55OJHv0eV3GxkE,False,http://rdio.com/artist/Franz_Ferdinand/album/Tonight/,False
Joni Mitchell,Shine,2,spotify:album:07QWmJo37pBaaYOEt1vNu9,False,http://rdio.com/artist/Joni_Mitchell/album/Shine/,True
The Avett Brothers,I and Love and You,2,,False,,False
The Cribs,"Men's Needs, Women's Needs, Whatever",2,spotify:album:1KMQ9ydx1ttC4E99swJ60T,True,http://rdio.com/artist/The_Cribs/album/Men%27s_Needs%2C_Women%27s_Needs%2C_Whatever/,True
The Raveonettes,In And Out Of Control,2,spotify:album:1TuFOFP36U3pipCKyE1ZWj,True,http://rdio.com/artist/The_Raveonettes/album/In_And_Out_Of_Control/,True
Solar Bears,She Was Coloured in,2,,False,,False
Anders Ilar,Sworn,2,,False,,False
THESE NEW PURITANS,Hidden,2,,False,http://rdio.com/artist/These_New_Puritans/album/Hidden/,True
Shackleton,Three EPs,2,,False,,False
Kasai Allstars,"In the 7th Moon, the Chief Turned Into a Swimming Fish and Ate the Head of His Enemy by Magic",2,,False,,False
Tegan And Sara,Sainthood,2,spotify:album:5WEzg0qwsaTxv798ACtVTH,True,http://rdio.com/artist/Tegan_And_Sara/album/Sainthood_2/,True
Blonde Redhead,Penny Sparkle,2,spotify:album:4QV5imG1Iz9tzHOR0IfUwn,True,http://rdio.com/artist/Blonde_Redhead/album/Penny_Sparkle/,True
Magnolia Electric Co.,Josephine,2,spotify:album:0Pe6aV33ZmEiqHLWA899OW,True,http://rdio.com/artist/Magnolia_Electric_Co./album/Josephine/,True
OM,Pilgrimage,2,,False,,False
The Black Dog,Radio Scarecrow,2,spotify:album:2szG6mP9AouD5HugLlFe5B,False,http://rdio.com/artist/The_Black_Dog/album/Radio_Scarecrow/,True
Johnny Flynn,Been Listening,2,spotify:album:3BIa3IkkeeVjGbkfSSUE9m,True,http://rdio.com/artist/Johnny_Flynn/album/Been_Listening/,True
The Avett Brothers,I And Love And You,2,spotify:album:2mkCA6aVjyySjXswni7NUf,True,http://rdio.com/artist/The_Avett_Brothers/album/I_And_Love_And_You_1/,True
Witchery,Witchkrieg,2,,False,http://rdio.com/artist/Witchery/album/Witchkrieg/,True
Abe Vigoda,Skeleton,2,spotify:album:5gCc43quqKsjTiaaMyURot,False,,False
Darker My Love,Alive As You Are,2,spotify:album:3RCH7iMyO4LdoaGykBOZhj,True,http://rdio.com/artist/Darker_My_Love/album/Alive_As_You_Are/,True
Kayo Dot,Coyote,2,spotify:album:3JsS7sSPzL2JcoXh2jjEp4,True,http://rdio.com/artist/Kayo_Dot/album/Coyote/,True
Juana Molina,Un Dia,2,spotify:album:3rezXpwv1lT0fNzZknm9MG,True,http://rdio.com/artist/Juana_Molina/album/Un_Dia/,True
The Austerity Program,Black Madonna,2,,False,http://rdio.com/artist/The_Austerity_Program/album/Black_Madonna/,True
Paul Steel,Moon Rock,2,spotify:album:6Cq2or6VufZbGmiY8n0h9m,True,,False
Night Horse,Perdition Hymns,2,spotify:album:1uC6rQibPvhoA177ThZQOu,True,http://rdio.com/artist/Night_Horse/album/Perdition_Hymns/,True
Tyondai Braxton,Central Market,2,spotify:album:0YLEBZ61NEusI82IEWzVEK,True,http://rdio.com/artist/Tyondai_Braxton/album/Central_Market/,True
Sarah Kirkland Snider,Penelope,2,spotify:album:49xHTKjIfDahbCEPNVBZ3M,False,,False
Rx Bandits,Mandala,2,spotify:album:5vsaENXhbD1JeSaztg78YV,True,http://rdio.com/artist/RX_Bandits/album/Mandala/,True
Paradise Lost,Faith Divides Us - Death Unites Us,2,,False,http://rdio.com/artist/Paradise_Lost/album/Faith_Divides_Us_-_Death_Unites_Us/,True
Julie Christmas,The Bad Wife,2,,False,,False
RÃ¶yksopp,Junior,2,,False,,False
EARTH,The Bees Made Honey In The Lion's Skull,2,,False,http://rdio.com/artist/Earth/album/The_Bees_Made_Honey_In_The_Lion%27s_Skull/,True
The Cinematic Orchestra,Ma Fleur,2,spotify:album:616RwhAE57a8YuYMpnfvXo,True,http://rdio.com/artist/The_Cinematic_Orchestra/album/Ma_Fleur_1/,True
Dungen,Tio Bitar,2,spotify:album:7zSSxGXXqHNqFI32w8gfs4,True,http://rdio.com/artist/Dungen/album/Tio_Bitar_1/,True
Sleepy Sun,Fever,2,,False,http://rdio.com/artist/Sleepy_Sun/album/Fever/,True
Avett Brothers,Emotionalism,2,,False,http://rdio.com/artist/The_Avett_Brothers/album/Emotionalism_1/,True
Kiss,Sonic Boom,2,spotify:album:4pEjXbFjQgWeVfXuMJmWFT,False,http://rdio.com/artist/Kiss/album/Sonic_Boom_1/,False
Patrick Wolf,The Magic Position,2,spotify:album:5FYF9hcL5baE0VAMwWkKmP,True,http://rdio.com/artist/Patrick_Wolf/album/The_Magic_Position/,True
Ed Harcourt,Lustre,2,spotify:album:7eyZdwlJ6n1v1N0hn1PDh0,True,http://rdio.com/artist/Ed_Harcourt/album/Lustre/,True
Parkway Drive,Deep Blue,2,spotify:album:7tIkp4pbeKvrNOYGEQriZP,True,http://rdio.com/artist/Parkway_Drive/album/Deep_Blue/,True
Midlake,The Courage Of Others,2,spotify:album:2Nkaz74y4yQlF5spujatNx,True,http://rdio.com/artist/Midlake/album/The_Courage_Of_Others/,True
Summer Camp,Young,2,,False,http://rdio.com/artist/Summer_Camp/album/Young/,True
Califone,All My Friends Are Funeral Singers,2,spotify:album:1l24VrnATynfcVncBRITy5,True,http://rdio.com/artist/Califone/album/All_My_Friends_Are_Funeral_Singers/,True
Fruit Bats,The Ruminant Band,2,spotify:album:43q0uf9xW9n1oxum6FIZ56,True,http://rdio.com/artist/Fruit_Bats/album/The_Ruminant_Band/,True
Peter Bjorn & John,Living Thing,2,,False,http://rdio.com/artist/Peter_Bjorn_And_John/album/Living_Thing/,True
Iron Maiden,Final Frontier,2,,False,,False
Fang Island,Fang Island,2,spotify:album:7r8q1bbpeOAU0aCpXyn8mr,True,http://rdio.com/artist/Fang_Island/album/Fang_Island/,True
Skunk Anansie,Wonderlustre,2,spotify:album:73u2yx3yOybsxticXBsvW4,True,http://rdio.com/artist/Skunk_Anansie/album/Wonderlustre/,True
Bison B.C.,Dark Ages,2,,False,http://rdio.com/artist/Bison_b.c./album/Dark_Ages/,False
Death Cab for Cutie,Plans,2,spotify:album:6uFXli87RbmWrNKt9wmi1M,True,http://rdio.com/artist/Death_Cab_for_Cutie/album/Plans/,True
TORCHE,Meanderthal,2,,False,http://rdio.com/artist/Torche/album/Meanderthal/,True
Jaga Jazzist,One Armed Bandit,2,,False,,False
Mr Scruff,Ninja Tuna,2,,False,http://rdio.com/artist/Mr._Scruff/album/Ninja_Tuna_1/,True
Various Artists,Dark Was the Night,2,,False,,False
Sailors With Wax Wings,Sailors With Wax Wings,2,spotify:album:6IYEazPUngyBS3Znj9XwJB,True,,False
Carolina Chocolate Drops,Genuine Negro Jig,2,spotify:album:7gXh0cuAlgJhr9sr3bi3l9,True,http://rdio.com/artist/Carolina_Chocolate_Drops/album/Genuine_Negro_Jig/,True
Teeth Of The Sea,Your Mercury,2,spotify:album:261tLwemsgPDFQ66NbuCLT,True,http://rdio.com/artist/Teeth_of_the_Sea/album/Your_Mercury/,True
Josh Ritter,The Historical Conquests of Josh Ritter,2,spotify:album:40xscsIpyzlVZTBC5cDOFH,True,http://rdio.com/artist/Josh_Ritter/album/The_Historical_Conquests_of_Josh_Ritter/,True
The Advisory Circle,Other Channels,2,,False,http://rdio.com/artist/The_Advisory_Circle/album/Other_Channels/,True
Bruce Springsteen,The Promise,2,,False,http://rdio.com/artist/Bruce_Springsteen/album/The_Promise/,True
Gojira,The Way of All Flesh,2,spotify:album:54hM0G4arw529Jz5s6ytav,True,http://rdio.com/artist/Gojira/album/The_Way_of_All_Flesh/,True
Richard Thompson,Sweet Warrior,2,spotify:album:3O4M3jSNUDfYfv6D1G8wSM,True,http://rdio.com/artist/Richard_Thompson/album/Sweet_Warrior/,True
The Notwist,"The Devil, You + Me",2,spotify:album:1aJRaP6uuDQkYKJYq6vxTD,False,http://rdio.com/artist/The_Notwist/album/The_Devil%2C_You_%2B_Me/,True
Hauschka,Ferndorf,2,spotify:album:0wdYly5gm3sHGoI9u0YUiR,True,http://rdio.com/artist/Hauschka/album/Ferndorf/,False
Antony & the Johnsons,Swanlights,2,,False,http://rdio.com/artist/Antony__The_Johnsons_1/album/Swanlights/,True
Kemialliset YstÃ¤vÃ¤t,Ullakkopalo,2,,False,,False
Josh Ritter,So Runs The World Away,2,spotify:album:2JvMZDvVuWrUMNca2oEDbv,True,http://rdio.com/artist/Josh_Ritter/album/So_Runs_The_World_Away/,True
M.I.A.,/\/\ /\ Y /\,2,spotify:album:6IH1d0LM9ITTPY1BTSXolc,False,http://rdio.com/artist/M.I.A./album/_/%5C/%5C_/%5C_Y_/%5C/,False
Voice Of The Seven Thunders,Voice Of The Seven Thunders,2,spotify:album:3xGNLejhYNzJfDdxc124oZ,True,,False
Genghis Tron,Board Up the House,2,,False,http://rdio.com/artist/Genghis_Tron/album/Board_Up_the_House/,True
Britney Spears,Blackout,2,spotify:album:1ePkYcH5ZQCb1b4tQeiEDj,True,http://rdio.com/artist/Britney_Spears/album/Blackout/,True
FOREST SWORDS,Dagger Paths,2,,False,,False
AUTECHRE,Move Of Ten,2,,False,,False
The Cool Kids,The Bake Sale,2,spotify:album:1cdPv41uedeY1U3IUnBQqW,True,http://rdio.com/artist/The_Cool_Kids/album/The_Bake_Sale_2/,True
DÃ¤lek,Abandoned Language,2,,False,,False
Justin Townes Earle,Midnight at the Movies,2,,False,,False
Endless Boogie,Full House Head,2,,False,,False
T++,Wireless,2,spotify:album:0GJv4M8JhBLzOdSPBKjl3m,True,http://rdio.com/artist/T%2B%2B/album/Wireless/,True
The Samps,The Samps,2,spotify:album:5dtYZSyU1BJklYuXcN5rk8,True,http://rdio.com/artist/The_Samps/album/The_Samps/,True
Sarah Jaffe,Suburban Nature,2,spotify:album:00sl1xxsWhyXTKWadbiEbu,True,http://rdio.com/artist/Sarah_Jaffe/album/Suburban_Nature/,True
Peter Case,Wig!,2,spotify:album:5NPetDaIMD11YcObfYYsVI,False,http://rdio.com/artist/Peter_Case/album/Wig!/,True
ONEOHTRIX POINT NEVER,Returnal,2,,False,,False
RHOMBUS,Open The Sky,2,,False,,False
Dirty Projectors,Rise Above,2,spotify:album:3aBWGag81UJXaJBWNt6iBU,True,http://rdio.com/artist/Dirty_Projectors/album/Rise_Above_1/,True
Good Shoes,No Hope No Future,2,,False,,False
Discovery,LP,2,spotify:album:78fAYeIBkOJzqeEZpaeqmJ,True,http://rdio.com/artist/Discovery/album/LP/,True
Valencia,Dancing With a Ghost,2,spotify:album:7BzxZHwQISKNoTt86rqmpV,True,http://rdio.com/artist/Valencia/album/Dancing_With_a_Ghost/,True
You Me At Six,Hold Me Down,2,spotify:album:5FakgYrhpMRNbQ9OaAP9YU,True,http://rdio.com/artist/You_Me_At_Six/album/Hold_Me_Down/,True
Ariel Pink's Haunted Graffitti,Before Today,2,,False,http://rdio.com/artist/Ariel_Pink%27s_Haunted_Graffiti/album/Before_Today/,True
Make Do and Mend,End Measured Mile,2,,False,http://rdio.com/artist/Make_Do_And_Mend/album/End_Measured_Mile/,True
Linda Thompson,Versatile Heart,2,spotify:album:05WbgjMrTRKKTQprSCVYDQ,False,http://rdio.com/artist/Linda_Thompson/album/Versatile_Heart/,True
DUCKTAILS / DRACULA LEWIS,Split,2,,False,,False
Roky Erickson with Okkervil River,True Love Cast Out All Evil,2,,False,http://rdio.com/artist/Roky_Erickson_With_Okkervil_River/album/True_Love_Cast_Out_All_Evil/,True
Sia,We Are Born,2,spotify:album:55vXDESMdISZiIBL1GMsWr,True,http://rdio.com/artist/Sia/album/We_Are_Born_1/,True
The Soft Moon,The Soft Moon,2,,False,http://rdio.com/artist/Soft_Moon/album/The_Soft_Moon/,True
Paul Weller,Wake Up the Nation,2,spotify:album:3Md6sEQOdNsi8mci9uE6Wz,True,,False
Cheryl Cole,3 Words,2,spotify:album:22jUn6BMZrC5Sz86rSKjEB,False,,False
Polvo,In Prism,2,spotify:album:7gXLyLnvMOEOTVCqu1LBUG,True,http://rdio.com/artist/Polvo/album/In_Prism/,True
Wovenhand,The Threshingfloor,2,spotify:album:6LtmwrGr3UPkV5DkJN4a38,True,http://rdio.com/artist/Wovenhand/album/The_Threshingfloor/,True
Alcest,Ãcailles de Lune,2,,False,,False
Mumford And Sons,Sigh No More,2,,False,http://rdio.com/artist/Mumford__Sons/album/Sigh_No_More_1/,True
Tricky,Knowle West Boy,2,spotify:album:2q9RC0LlGn9KnnHaf9Wg6d,True,http://rdio.com/artist/Tricky/album/Knowle_West_Boy/,True
Kevin Ayers,The Unfairground,2,spotify:album:0QQaxIC3t0rgoRa8yhavHd,True,http://rdio.com/artist/Kevin_Ayers/album/The_Unfairground/,False
Royal Bangs,Let It Beep,2,spotify:album:5zn2zp2oSqBOzraNy2kQOG,True,http://rdio.com/artist/Royal_Bangs/album/Let_It_Beep/,True
Les Savy Fav,Letâs Stay Friends,2,,False,,False
Wolf Parade,At Mount Zoomer,2,spotify:album:3AYOaSDwhEvkJJVPRHSDvH,True,http://rdio.com/artist/Wolf_Parade/album/At_Mount_Zoomer/,True
Erykah Badu,New Amerykah Part Two: Return of the Ankh,2,spotify:album:5rNnc1IVTMFCROMNtBUe38,True,http://rdio.com/artist/Erykah_Badu/album/New_Amerykah_Part_Two_Return_of_the_Ankh/,True
Efterklang,Parades,2,spotify:album:7f9oipET67N5p8WPB7OVxl,True,http://rdio.com/artist/Efterklang/album/Parades/,True
James Ferraro,Night Dolls With Hairspray,2,,False,,False
GORILLAZ,Plastic Beach,2,,False,http://rdio.com/artist/Gorillaz/album/Plastic_Beach_1/,True
Gozu,Locust Season,2,spotify:album:6SWdtjo003xJTjuzVnwzby,True,http://rdio.com/artist/Gozu/album/Locust_Season/,True
Akira Rabelais,Caduceus,2,,False,,False
Gruff Rhys,Candylion,2,spotify:album:40yQe7v5DLSUwxsnaB1Meb,False,http://rdio.com/artist/Gruff_Rhys/album/Candylion/,True
Ariel Pink,Before Today,2,,False,http://rdio.com/artist/Ariel_Pink%27s_Haunted_Graffiti/album/Before_Today/,True
Black To Comm,Alphabet 1968,2,spotify:album:1i2iWsqeFiWJv5gy8Em4UW,True,,False
The Bad Plus,Never Stop,2,spotify:album:4J6e4cTYXUQPosqTKjP40V,False,http://rdio.com/artist/The_Bad_Plus/album/Never_Stop/,True
Bear In Heaven,Beast Rest Forth Mouth,2,spotify:album:0ZPXyITxuBtGe5VimP7nHJ,True,http://rdio.com/artist/Bear_In_Heaven/album/Beast_Rest_Forth_Mouth/,True
Manic Street Preachers,Postcards From A Young Man,2,spotify:album:7uURlf5lxF2HPuE9fhrI3J,False,http://rdio.com/artist/Manic_Street_Preachers/album/Postcards_From_A_Young_Man_1/,False
